speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_2,cluster_8,cluster_5,cluster_1,cluster_7,cluster_0,cluster_6,cluster_4,cluster_9,cluster_3,cluster_2_p,cluster_8_p,cluster_5_p,cluster_1_p,cluster_7_p,cluster_0_p,cluster_6_p,cluster_4_p,cluster_9_p,cluster_3_p,n
6545,610192826,FLINT,FRANK,S,CA,M,R,,voting,19100607,1862-07-15,1862,1910,48,0.0,7,1,0,0,2,0,0,0,0,0,0.7,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
7621,610205399,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19100621,1860-11-06,1860,1910,50,0.0,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6772,610205532,ENGLEBRIGHT,WILLIAM,H,CA,M,R,1.0,voting,19100621,1855-11-23,1855,1910,55,0.0,7,1,1,1,0,0,0,0,0,0,0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6876,610227793,PURCELL,WILLIAM,S,ND,M,D,,voting,19110117,1856-08-03,1856,1911,55,0.0,1,0,0,0,0,9,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,10
7910,610238597,SMOOT,REED,S,UT,M,R,,voting,19110130,1862-01-10,1862,1911,49,0.0,16,1,0,8,3,2,0,0,0,0,0.5333333333333333,0.03333333333333333,0.0,0.26666666666666666,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,30
8238,610244896,WICKERSHAM,JAMES,H,AK,M,R,0.0,nonvoting,19110206,1857-08-24,1857,1911,54,0.0,6,0,0,0,3,0,1,0,0,0,0.6,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,10
7090,610245700,MARTIN,EBEN,H,SD,M,R,-1.0,voting,19110207,1855-04-12,1855,1911,56,0.0,7,0,0,0,3,0,0,0,0,0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
7621,610245707,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19110207,1860-11-06,1860,1911,51,0.0,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,610245709,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19110207,1860-11-06,1860,1911,51,3.734201513201032e-09,7,0,0,1,1,0,1,0,0,0,0.7,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,10
7621,610245711,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19110207,1860-11-06,1860,1911,51,0.0014052538029944,8,0,0,1,0,1,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
7090,610245712,MARTIN,EBEN,H,SD,M,R,-1.0,voting,19110207,1855-04-12,1855,1911,56,2.6333020217412982e-09,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
7065,610246055,JAMES,OLLIE,H,KY,M,D,1.0,voting,19110207,1871-07-27,1871,1911,40,1.5910254760368063e-08,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,610246060,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19110207,1860-11-06,1860,1911,51,0.0,10,2,0,4,2,0,2,0,0,0,0.5,0.1,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,20
7621,610246064,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19110207,1860-11-06,1860,1911,51,0.0,0,0,0,0,1,0,1,0,8,0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.8,0.0,10
7621,610246068,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19110207,1860-11-06,1860,1911,51,1.2918630748842583e-24,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7090,610246083,MARTIN,EBEN,H,SD,M,R,-1.0,voting,19110207,1855-04-12,1855,1911,56,5.793973985320658e-09,18,1,0,0,1,0,0,0,0,0,0.9,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,20
6758,610246138,CRAIG,WILLIAM,H,AL,M,D,4.0,voting,19110207,1877-11-02,1877,1911,34,0.0,36,0,4,9,8,0,0,2,1,0,0.6,0.0,0.06666666666666667,0.15,0.13333333333333333,0.0,0.0,0.03333333333333333,0.016666666666666666,0.0,60
7621,610260420,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19110221,1860-11-06,1860,1911,51,0.0,7,2,0,9,1,0,1,0,0,0,0.35,0.1,0.0,0.45,0.05,0.0,0.05,0.0,0.0,0.0,20
6793,620028039,HEYBURN,WELDON,S,ID,M,R,,voting,19110621,1852-05-23,1852,1911,59,0.0,2,0,0,8,0,0,0,0,0,0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
6793,620028043,HEYBURN,WELDON,S,ID,M,R,,voting,19110621,1852-05-23,1852,1911,59,0.0,9,1,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,620082700,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19120202,1860-11-06,1860,1912,52,0.0,0,0,0,0,9,0,1,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,10
6645,620164101,BURNHAM,HENRY,S,NH,M,R,,voting,19120516,1844-11-08,1844,1912,68,8.890560688219279e-05,2,2,0,3,1,0,2,0,0,0,0.2,0.2,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,10
7341,620174513,MCCUMBER,PORTER,S,ND,M,R,,voting,19120525,1858-02-03,1858,1912,54,0.0,1,0,0,0,7,0,0,2,0,0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,10
7077,620256839,LAFFERTY,ABRAHAM,H,OR,M,R,2.0,voting,19120824,1875-06-10,1875,1912,37,0.0,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
8468,630093382,PITTMAN,KEY,S,NV,M,D,,voting,19131203,1872-09-12,1872,1913,41,0.0,4,0,0,4,2,0,0,0,0,0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,10
8233,630114902,WALSH,THOMAS,S,MT,M,D,,voting,19140112,1859-06-12,1859,1914,55,0.0,8,0,0,2,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
7928,630124083,BURTON,THEODORE,S,OH,M,R,,voting,19140122,1851-12-20,1851,1914,63,0.0,2,7,0,0,1,0,0,0,0,0,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7430,630151169,FALL,ALBERT,S,NM,M,R,,voting,19140220,1861-11-26,1861,1914,53,0.0,6,0,0,2,1,0,0,0,1,0,0.6,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,10
8233,630151184,WALSH,THOMAS,S,MT,M,D,,voting,19140220,1859-06-12,1859,1914,55,0.0844328217341704,2,1,0,6,1,0,0,0,0,0,0.2,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,10
6983,630179115,SUTHERLAND,GEORGE,S,UT,M,R,,voting,19140323,1862-03-25,1862,1914,52,0.0,1,0,0,1,8,0,0,0,0,0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,10
7040,630302654,FALCONER,JACOB,H,WA,M,P,-1.0,voting,19140729,1869-01-26,1869,1914,45,0.0,7,2,0,1,0,0,0,0,0,0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
8284,630307238,CHURCH,DENVER,H,CA,M,D,7.0,voting,19140803,1862-12-11,1862,1914,52,0.0,30,1,1,6,9,1,0,2,0,0,0.6,0.02,0.02,0.12,0.18,0.02,0.0,0.04,0.0,0.0,50
7432,630329755,FERRIS,SCOTT,H,OK,M,D,5.0,voting,19140831,1877-11-03,1877,1914,37,1.2061210772881134e-12,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8238,630330089,WICKERSHAM,JAMES,H,AK,M,R,0.0,nonvoting,19140831,1857-08-24,1857,1914,57,0.0,1,0,0,0,0,19,0,0,0,0,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,20
8238,630330091,WICKERSHAM,JAMES,H,AK,M,R,0.0,nonvoting,19140831,1857-08-24,1857,1914,57,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7811,630335894,RAKER,JOHN,H,CA,M,D,2.0,voting,19140905,1863-02-22,1863,1914,51,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7811,630335901,RAKER,JOHN,H,CA,M,D,2.0,voting,19140905,1863-02-22,1863,1914,51,2.5692721903250834e-09,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7811,630335975,RAKER,JOHN,H,CA,M,D,2.0,voting,19140905,1863-02-22,1863,1914,51,0.0,10,1,0,3,3,2,0,1,0,0,0.5,0.05,0.0,0.15,0.15,0.1,0.0,0.05,0.0,0.0,20
7613,630346832,MANN,JAMES,H,IL,M,R,2.0,voting,19140917,1856-10-20,1856,1914,58,0.0,3,1,0,7,0,0,7,1,1,0,0.15,0.05,0.0,0.35,0.0,0.0,0.35,0.05,0.05,0.0,20
8284,630346867,CHURCH,DENVER,H,CA,M,D,7.0,voting,19140917,1862-12-11,1862,1914,52,0.0,20,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8233,630354136,WALSH,THOMAS,S,MT,M,D,,voting,19140925,1859-06-12,1859,1914,55,0.0,9,1,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8468,630354223,PITTMAN,KEY,S,NV,M,D,,voting,19140925,1872-09-12,1872,1914,42,0.0,14,3,0,12,0,0,1,0,0,0,0.4666666666666667,0.1,0.0,0.4,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,30
8468,630354226,PITTMAN,KEY,S,NV,M,D,,voting,19140925,1872-09-12,1872,1914,42,0.0,9,1,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8233,630354965,WALSH,THOMAS,S,MT,M,D,,voting,19140926,1859-06-12,1859,1914,55,0.0,6,1,0,1,1,0,0,1,0,0,0.6,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,10
7621,640009646,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19160114,1860-11-06,1860,1916,56,0.0,8,0,0,1,1,0,0,0,0,0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
7123,640054310,SHAFROTH,JOHN,S,CO,M,D,,voting,19160314,1854-06-09,1854,1916,62,0.0,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,640054722,THOMAS,CHARLES,S,CO,M,D,,voting,19160314,1849-12-06,1849,1916,67,0.0,5,1,0,2,0,0,1,1,0,0,0.5,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,10
7256,640126735,THOMAS,CHARLES,S,CO,M,D,,voting,19160523,1849-12-06,1849,1916,67,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7615,640128259,MCARTHUR,CLIFTON,H,OR,M,R,3.0,voting,19160524,1879-06-10,1879,1916,37,0.0,8,0,0,0,2,0,0,0,0,0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
8238,640218366,WICKERSHAM,JAMES,H,AK,M,R,0.0,nonvoting,19161213,1857-08-24,1857,1916,59,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8238,640218390,WICKERSHAM,JAMES,H,AK,M,R,0.0,nonvoting,19161213,1857-08-24,1857,1916,59,0.0,8,0,0,1,0,1,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
7204,640218786,KENT,WILLIAM,H,CA,M,I,1.0,voting,19161213,1864-03-29,1864,1916,52,0.0475976728749773,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7492,640218787,SAUNDERS,EDWARD,H,VA,M,D,5.0,voting,19161213,1860-10-20,1860,1916,56,0.0,9,0,0,0,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7256,640226294,THOMAS,CHARLES,S,CO,M,D,,voting,19161221,1849-12-06,1849,1916,67,0.0,15,1,0,1,1,1,1,0,0,0,0.75,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,20
7256,640240934,THOMAS,CHARLES,S,CO,M,D,,voting,19170115,1849-12-06,1849,1917,68,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,640240948,THOMAS,CHARLES,S,CO,M,D,,voting,19170115,1849-12-06,1849,1917,68,2.1746755251357774e-20,3,1,0,4,2,0,0,0,0,0,0.3,0.1,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,10
7123,640259979,SHAFROTH,JOHN,S,CO,M,D,,voting,19170201,1854-06-09,1854,1917,63,0.0,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7123,640260049,SHAFROTH,JOHN,S,CO,M,D,,voting,19170201,1854-06-09,1854,1917,63,0.0,16,1,0,3,0,0,0,0,0,0,0.8,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,20
7123,640260120,SHAFROTH,JOHN,S,CO,M,D,,voting,19170201,1854-06-09,1854,1917,63,0.0,7,0,0,0,3,0,0,0,0,0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
7621,650074426,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19170628,1860-11-06,1860,1917,57,3.0856425129926e-10,0,1,0,7,1,0,0,0,1,0,0.0,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.1,0.0,10
7910,650095092,SMOOT,REED,S,UT,M,R,,voting,19170804,1862-01-10,1862,1917,55,0.0,8,0,0,1,1,0,0,0,0,0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
7621,650119374,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19170921,1860-11-06,1860,1917,57,0.0,7,0,0,6,5,0,0,0,2,0,0.35,0.0,0.0,0.3,0.25,0.0,0.0,0.0,0.1,0.0,20
7990,650123275,KENDRICK,JOHN,S,WY,M,D,,voting,19171001,1857-09-06,1857,1917,60,0.0,2,2,0,6,0,0,0,0,0,0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
7990,650123340,KENDRICK,JOHN,S,WY,M,D,,voting,19171001,1857-09-06,1857,1917,60,3.076343841598645e-18,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,650133625,SMOOT,REED,S,UT,M,R,,voting,19171214,1862-01-10,1862,1917,55,0.0,8,0,0,2,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,650135391,KING,WILLIAM,S,UT,M,D,,voting,19171217,1863-06-03,1863,1917,54,0.0,3,1,0,5,1,0,0,0,0,0,0.3,0.1,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,10
7910,650136140,SMOOT,REED,S,UT,M,R,,voting,19171218,1862-01-10,1862,1917,55,0.0,8,1,0,8,2,0,1,0,0,0,0.4,0.05,0.0,0.4,0.1,0.0,0.05,0.0,0.0,0.0,20
7910,650137125,SMOOT,REED,S,UT,M,R,,voting,19180104,1862-01-10,1862,1918,56,0.0,3,0,0,6,1,0,0,0,0,0,0.3,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,10
7990,650137181,KENDRICK,JOHN,S,WY,M,D,,voting,19180104,1857-09-06,1857,1918,61,0.0,9,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
8468,650137212,PITTMAN,KEY,S,NV,M,D,,voting,19180104,1872-09-12,1872,1918,46,9.012365582840087e-10,5,0,0,3,0,0,0,1,1,0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,10
8468,650137213,PITTMAN,KEY,S,NV,M,D,,voting,19180104,1872-09-12,1872,1918,46,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,650137290,KING,WILLIAM,S,UT,M,D,,voting,19180104,1863-06-03,1863,1918,55,0.0,5,0,0,3,1,0,0,1,0,0,0.5,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,10
7256,650138183,THOMAS,CHARLES,S,CO,M,D,,voting,19180107,1849-12-06,1849,1918,69,0.0,7,0,0,2,1,0,0,0,0,0,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,10
7910,650138394,SMOOT,REED,S,UT,M,R,,voting,19180107,1862-01-10,1862,1918,56,0.0,7,0,0,3,0,0,0,0,0,0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
7123,650138415,SHAFROTH,JOHN,S,CO,M,D,,voting,19180107,1854-06-09,1854,1918,64,0.0,5,3,0,1,0,1,0,0,0,0,0.5,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
7910,650138510,SMOOT,REED,S,UT,M,R,,voting,19180107,1862-01-10,1862,1918,56,0.0,2,0,0,2,0,6,0,0,0,0,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,10
7910,650138513,SMOOT,REED,S,UT,M,R,,voting,19180107,1862-01-10,1862,1918,56,0.0,18,0,0,2,0,10,0,0,0,0,0.6,0.0,0.0,0.06666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,30
7910,650140051,SMOOT,REED,S,UT,M,R,,voting,19180110,1862-01-10,1862,1918,56,0.0,2,1,0,6,0,0,0,1,0,0,0.2,0.1,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,10
7621,650227678,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180426,1860-11-06,1860,1918,58,0.0,1,1,0,7,1,0,0,0,0,0,0.1,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,10
7621,650253105,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180523,1860-11-06,1860,1918,58,0.0,10,3,0,4,0,3,0,0,0,0,0.5,0.15,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.0,20
7621,650253107,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180523,1860-11-06,1860,1918,58,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,650253115,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180523,1860-11-06,1860,1918,58,0.0,27,1,0,1,0,0,0,0,1,0,0.9,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,30
7621,650253118,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180523,1860-11-06,1860,1918,58,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,650254426,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180524,1860-11-06,1860,1918,58,0.0,5,1,0,2,0,0,2,0,0,0,0.5,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,10
7811,650254458,RAKER,JOHN,H,CA,M,D,2.0,voting,19180524,1863-02-22,1863,1918,55,0.0,3,0,1,0,1,5,0,0,0,0,0.3,0.0,0.1,0.0,0.1,0.5,0.0,0.0,0.0,0.0,10
7811,650255058,RAKER,JOHN,H,CA,M,D,2.0,voting,19180525,1863-02-22,1863,1918,55,0.0,17,1,0,1,0,1,0,0,0,0,0.85,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,20
7621,650255086,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180525,1860-11-06,1860,1918,58,0.0,19,0,0,1,0,0,0,0,0,0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
7621,650255378,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19180525,1860-11-06,1860,1918,58,0.0,24,0,0,6,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,30
7123,650270010,SHAFROTH,JOHN,S,CO,M,D,,voting,19180618,1854-06-09,1854,1918,64,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7608,650303298,LENROOT,IRVINE,S,WI,M,R,,voting,19180903,1869-01-31,1869,1918,49,0.0,7,0,0,1,1,0,1,0,0,0,0.7,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,10
7123,650311335,SHAFROTH,JOHN,S,CO,M,D,,voting,19180917,1854-06-09,1854,1918,64,0.0,1,1,0,8,0,0,0,0,0,0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
7123,650331609,SHAFROTH,JOHN,S,CO,M,D,,voting,19181118,1854-06-09,1854,1918,64,0.0,4,1,0,5,0,0,0,0,0,0,0.4,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,650397949,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19190218,1860-11-06,1860,1919,59,0.0,6,1,0,3,0,0,0,0,0,0,0.6,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
7917,660018992,VAILE,WILLIAM,H,CO,M,R,1.0,voting,19190616,1876-06-22,1876,1919,43,0.0117536471626466,9,0,0,0,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7256,660056221,THOMAS,CHARLES,S,CO,M,D,,voting,19190807,1849-12-06,1849,1919,70,0.0,9,1,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7809,660056222,PHIPPS,LAWRENCE,S,CO,M,R,,voting,19190807,1862-08-30,1862,1919,57,1.478024064121526e-13,9,0,0,0,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7256,660056349,THOMAS,CHARLES,S,CO,M,D,,voting,19190808,1849-12-06,1849,1919,70,0.0,7,0,0,0,3,0,0,0,0,0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
7256,660064222,THOMAS,CHARLES,S,CO,M,D,,voting,19190823,1849-12-06,1849,1919,70,0.0,9,0,0,0,0,0,1,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
7256,660064236,THOMAS,CHARLES,S,CO,M,D,,voting,19190823,1849-12-06,1849,1919,70,0.0,14,0,0,4,2,0,0,0,0,0,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,20
7608,660064371,LENROOT,IRVINE,S,WI,M,R,,voting,19190825,1869-01-31,1869,1919,50,1.72954899519915e-09,8,0,0,1,0,0,0,1,0,0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,10
7256,660064372,THOMAS,CHARLES,S,CO,M,D,,voting,19190825,1849-12-06,1849,1919,70,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,660064387,SMOOT,REED,S,UT,M,R,,voting,19190825,1862-01-10,1862,1919,57,0.0,17,0,0,1,1,0,0,0,1,0,0.85,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,20
8450,660064421,KING,WILLIAM,S,UT,M,D,,voting,19190825,1863-06-03,1863,1919,56,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8233,660064434,WALSH,THOMAS,S,MT,M,D,,voting,19190825,1859-06-12,1859,1919,60,0.0,9,1,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7430,660064649,FALL,ALBERT,S,NM,M,R,,voting,19190825,1861-11-26,1861,1919,58,0.0,9,0,0,0,0,0,0,1,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
7262,660064684,KIRBY,WILLIAM,S,AR,M,D,,voting,19190825,1867-11-16,1867,1919,52,0.0,9,1,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7256,660067011,THOMAS,CHARLES,S,CO,M,D,,voting,19190828,1849-12-06,1849,1919,70,0.0,11,2,0,5,0,2,0,0,0,0,0.55,0.1,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.0,20
7608,660068433,LENROOT,IRVINE,S,WI,M,R,,voting,19190830,1869-01-31,1869,1919,50,1.0960662261598833e-20,8,0,0,1,0,1,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
7910,660068480,SMOOT,REED,S,UT,M,R,,voting,19190830,1862-01-10,1862,1919,57,0.0,0,1,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
7608,660068487,LENROOT,IRVINE,S,WI,M,R,,voting,19190830,1869-01-31,1869,1919,50,0.0,12,4,1,4,8,1,0,0,0,0,0.4,0.13333333333333333,0.03333333333333333,0.13333333333333333,0.26666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,30
7608,660068504,LENROOT,IRVINE,S,WI,M,R,,voting,19190830,1869-01-31,1869,1919,50,0.0,10,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,660068518,SMOOT,REED,S,UT,M,R,,voting,19190830,1862-01-10,1862,1919,57,0.0,2,0,0,8,0,0,0,0,0,0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
7710,660068565,JONES,ANDRIEUS,S,NM,M,D,,voting,19190830,1862-05-16,1862,1919,57,0.0,1,0,0,0,9,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
7917,660106769,VAILE,WILLIAM,H,CO,M,R,1.0,voting,19191025,1876-06-22,1876,1919,43,0.0,13,1,0,14,1,1,0,0,0,0,0.43333333333333335,0.03333333333333333,0.0,0.4666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,30
